year_ticket_id,ticket_priority,ticket_category,issue_type,device_type,specialization,resolution_time_minutes,first_response_time_minutes,sla_breach_flag,service_tier
2024_T0007103,P1,Hardware,Failure,Switch,Network,603.37,50.0,0.0,Bronze
2024_T0008094,P3,Network,Failure,Firewall,Network,1080.43,6.0,0.0,Gold
2024_T0002113,P2,Hardware,Failure,Firewall,Network,1323.93,55.0,0.0,Bronze
2024_T0005571,P2,Hardware,Access,Router,Server,569.52,52.0,1.0,Gold
2024_T0007265,P1,Network,Crash,Server,Server,758.32,37.0,1.0,Bronze
2024_T0005746,P2,Hardware,Slow,Switch,Network,1650.43,43.0,1.0,Bronze
2024_T0004732,P1,Hardware,Slow,Firewall,Server,477.23,43.0,0.0,Silver
2024_T0003777,P2,Hardware,Access,Server,Network,802.07,58.0,1.0,Silver
2024_T0007240,P2,Hardware,Access,Switch,Network,1103.72,49.0,0.0,Bronze
2024_T0004148,P1,Network,Failure,Firewall,Network,282.12,33.0,1.0,Gold
2024_T0004410,P1,Hardware,Failure,Firewall,Server,447.35,46.0,0.0,Silver
2024_T0008903,P4,Hardware,Crash,Firewall,Server,3190.42,18.0,0.0,Bronze
2024_T0002653,P3,Network,Crash,Switch,Network,1465.18,13.0,1.0,Silver
2024_T0004584,P1,Network,Access,Server,Server,817.35,44.0,1.0,Bronze
2024_T0006122,P3,Hardware,Failure,Router,Server,2231.22,41.0,0.0,Bronze
2024_T0007649,P2,Network,Crash,Router,Server,1378.1,52.0,0.0,Bronze
2024_T0009515,P2,Hardware,Crash,Server,Network,691.6,38.0,0.0,Silver
2024_T0006420,P2,Hardware,Crash,Router,Server,419.8,18.0,0.0,Gold
2024_T0006930,P2,Network,Access,Router,Network,440.02,35.0,0.0,Gold
2024_T0003181,P1,Network,Slow,Router,Server,278.78,5.0,1.0,Gold
2024_T0007841,P4,Network,Slow,Server,Server,3116.48,34.0,1.0,Silver
2024_T0008556,P2,Network,Failure,Firewall,Network,581.87,58.0,0.0,Silver
2024_T0005978,P4,Network,Access,Switch,Network,3070.28,51.0,1.0,Silver
2024_T0006436,P1,Network,Crash,Router,Network,264.5,54.0,1.0,Gold
2024_T0005472,P1,Network,Access,Server,Network,240.43,59.0,1.0,Gold
2024_T0006259,P3,Hardware,Crash,Router,Server,1385.57,52.0,0.0,Gold
2024_T0007935,P3,Network,Access,Firewall,Network,1726.52,48.0,1.0,Silver
2024_T0001828,P1,Network,Crash,Router,Network,580.37,15.0,0.0,Bronze
2024_T0008873,P2,Network,Crash,Switch,Network,495.27,55.0,1.0,Gold
2024_T0008062,P1,Hardware,Crash,Server,Server,548.22,43.0,0.0,Bronze
2024_T0006253,P1,Network,Crash,Switch,Network,735.42,23.0,1.0,Bronze
2024_T0007575,P1,Network,Failure,Switch,Server,223.77,50.0,0.0,Gold
2024_T0008561,P3,Network,Access,Router,Server,1472.68,35.0,1.0,Silver
2024_T0006059,P2,Hardware,Failure,Server,Server,650.65,42.0,0.0,Silver
2024_T0009237,P3,Hardware,Crash,Server,Server,1138.92,35.0,0.0,Gold
2024_T0003507,P2,Network,Failure,Router,Server,1184.9,25.0,0.0,Bronze
2024_T0007174,P2,Network,Failure,Server,Server,372.8,54.0,0.0,Gold
2024_T0004952,P3,Network,Access,Firewall,Server,1009.4,18.0,0.0,Gold
2024_T0001795,P2,Hardware,Crash,Server,Network,561.87,34.0,1.0,Gold
2024_T0005210,P3,Network,Crash,Server,Network,1508.15,37.0,1.0,Silver
2024_T0002658,P2,Network,Access,Server,Server,432.55,52.0,0.0,Gold
2024_T0006679,P3,Network,Failure,Server,Server,1432.03,34.0,0.0,Gold
2024_T0001509,P2,Hardware,Failure,Router,Network,667.13,14.0,0.0,Silver
2024_T0006439,P3,Network,Access,Server,Server,2279.45,23.0,0.0,Bronze
2024_T0006223,P2,Hardware,Slow,Firewall,Network,778.25,8.0,1.0,Silver
2024_T0004846,P2,Hardware,Failure,Router,Network,1301.72,51.0,0.0,Bronze
2024_T0006842,P4,Hardware,Failure,Firewall,Server,3626.65,46.0,0.0,Bronze
2024_T0007660,P1,Network,Crash,Firewall,Network,804.72,56.0,1.0,Bronze
2024_T0002129,P3,Hardware,Slow,Firewall,Network,1138.23,15.0,0.0,Silver
2024_T0009313,P2,Network,Slow,Server,Network,1481.85,8.0,1.0,Bronze
2024_T0009413,P2,Hardware,Slow,Switch,Network,1660.17,13.0,1.0,Bronze
2024_T0004823,P3,Hardware,Failure,Firewall,Network,2656.88,32.0,0.0,Bronze
2024_T0006468,P1,Hardware,Slow,Switch,Network,660.95,42.0,0.0,Bronze
2024_T0007186,P4,Hardware,Slow,Firewall,Network,3214.05,29.0,1.0,Gold
2024_T0007280,P3,Network,Access,Router,Network,3064.77,30.0,1.0,Bronze
2024_T0008461,P3,Network,Access,Router,Network,1624.68,26.0,1.0,Gold
2024_T0008254,P1,Network,Slow,Router,Network,747.45,20.0,1.0,Bronze
2024_T0002502,P2,Hardware,Failure,Switch,Server,415.9,27.0,0.0,Gold
2024_T0005077,P2,Hardware,Access,Server,Server,1258.22,37.0,0.0,Bronze
2024_T0009239,P3,Hardware,Failure,Server,Server,3355.17,6.0,1.0,Bronze
2024_T0004351,P2,Network,Slow,Switch,Network,499.1,5.0,1.0,Gold
2024_T0002142,P4,Network,Crash,Switch,Network,2931.92,54.0,1.0,Silver
2024_T0006219,P1,Network,Slow,Firewall,Server,846.6,45.0,1.0,Bronze
2024_T0008274,P2,Network,Slow,Router,Network,378.23,30.0,0.0,Gold
2024_T0009024,P3,Hardware,Failure,Firewall,Network,2599.58,14.0,0.0,Bronze
2024_T0007381,P4,Network,Slow,Router,Server,3031.27,34.0,0.0,Bronze
2024_T0006324,P2,Hardware,Access,Server,Network,1047.9,19.0,0.0,Bronze
2024_T0006369,P3,Network,Slow,Server,Network,1123.18,54.0,0.0,Silver
2024_T0006857,P2,Hardware,Access,Server,Server,1292.1,21.0,0.0,Bronze
2024_T0006030,P2,Network,Failure,Server,Network,444.87,29.0,0.0,Gold
2024_T0003248,P2,Network,Crash,Server,Network,593.03,20.0,0.0,Silver
2024_T0005768,P1,Hardware,Access,Router,Network,611.0,27.0,0.0,Bronze
2024_T0003152,P2,Network,Crash,Firewall,Network,585.35,23.0,0.0,Silver
2024_T0008507,P2,Network,Access,Switch,Network,353.58,29.0,0.0,Gold
2024_T0004599,P4,Network,Slow,Server,Network,4865.1,8.0,1.0,Bronze
2024_T0009348,P3,Hardware,Crash,Firewall,Server,1651.55,47.0,1.0,Silver
2024_T0002518,P3,Network,Failure,Switch,Server,1094.72,12.0,0.0,Silver
2024_T0003310,P1,Hardware,Crash,Server,Server,235.68,22.0,0.0,Gold
2024_T0006573,P2,Hardware,Crash,Router,Network,1217.0,38.0,0.0,Bronze
2024_T0004764,P4,Network,Access,Firewall,Network,3272.25,37.0,1.0,Silver
2024_T0003323,P4,Network,Crash,Server,Server,4220.0,49.0,0.0,Bronze
2024_T0003551,P3,Hardware,Access,Firewall,Network,2668.28,47.0,0.0,Bronze
2024_T0003018,P4,Hardware,Slow,Server,Network,2091.15,47.0,0.0,Gold
2024_T0002719,P2,Hardware,Slow,Switch,Network,1497.4,19.0,1.0,Bronze
2024_T0002482,P1,Hardware,Access,Router,Network,601.03,52.0,0.0,Bronze
2024_T0002442,P2,Network,Failure,Firewall,Network,1247.97,20.0,0.0,Bronze
2024_T0004895,P2,Network,Access,Switch,Network,562.27,58.0,1.0,Gold
2024_T0006084,P1,Hardware,Failure,Server,Server,825.63,35.0,1.0,Bronze
2024_T0004544,P3,Hardware,Failure,Router,Network,1037.6,27.0,0.0,Gold
2024_T0008878,P1,Hardware,Slow,Router,Network,245.08,12.0,1.0,Gold
2024_T0007540,P4,Hardware,Slow,Firewall,Server,3623.2,30.0,0.0,Bronze
2024_T0006313,P4,Hardware,Slow,Server,Network,2167.7,11.0,0.0,Silver
2024_T0002531,P1,Network,Access,Router,Network,458.55,52.0,0.0,Silver
2024_T0006131,P1,Hardware,Crash,Router,Network,245.98,12.0,1.0,Gold
2024_T0007118,P1,Network,Failure,Firewall,Network,860.98,18.0,1.0,Bronze
2024_T0006132,P2,Network,Access,Firewall,Network,593.05,18.0,0.0,Silver
2024_T0008451,P2,Hardware,Crash,Server,Server,413.03,60.0,0.0,Gold
2024_T0008068,P4,Hardware,Crash,Router,Server,2877.95,27.0,0.0,Silver
2024_T0008310,P4,Hardware,Access,Firewall,Network,2020.2,49.0,0.0,Silver
2024_T0007564,P3,Hardware,Access,Switch,Network,3171.98,12.0,1.0,Bronze
2024_T0004699,P2,Network,Slow,Router,Server,405.55,29.0,0.0,Gold
2024_T0003466,P2,Network,Access,Server,Network,543.7,47.0,1.0,Gold
2024_T0005598,P1,Network,Access,Router,Network,287.03,13.0,1.0,Gold
2024_T0004570,P3,Network,Slow,Router,Network,1650.7,12.0,1.0,Silver
2024_T0008267,P1,Network,Crash,Server,Network,341.43,12.0,0.0,Silver
2024_T0007954,P3,Hardware,Crash,Firewall,Network,1720.32,28.0,1.0,Gold
2024_T0005235,P2,Network,Crash,Switch,Network,535.47,11.0,0.0,Silver
2024_T0001756,P4,Network,Crash,Router,Server,2342.05,30.0,0.0,Gold
2024_T0004133,P4,Hardware,Access,Firewall,Network,3002.28,23.0,1.0,Silver
2024_T0006458,P2,Hardware,Access,Firewall,Server,664.78,35.0,0.0,Silver
2024_T0004859,P2,Network,Crash,Server,Network,619.35,18.0,0.0,Silver
2024_T0009008,P2,Network,Slow,Switch,Network,569.97,60.0,1.0,Gold
2024_T0005051,P3,Hardware,Access,Server,Server,1459.9,25.0,1.0,Gold
2024_T0006178,P3,Hardware,Crash,Firewall,Network,2694.52,36.0,0.0,Bronze
2024_T0003635,P4,Hardware,Crash,Firewall,Server,2730.3,56.0,0.0,Gold
2024_T0005703,P1,Network,Crash,Router,Network,224.05,51.0,0.0,Gold
2024_T0006569,P4,Network,Access,Server,Network,4960.98,35.0,1.0,Bronze
2024_T0008181,P3,Hardware,Failure,Firewall,Server,1691.43,24.0,1.0,Gold
2024_T0004625,P4,Network,Slow,Firewall,Network,3982.47,36.0,0.0,Bronze
2024_T0002036,P4,Hardware,Slow,Firewall,Network,4049.77,27.0,0.0,Bronze
2024_T0006371,P2,Hardware,Failure,Router,Network,1344.4,34.0,0.0,Bronze
2024_T0009372,P2,Network,Crash,Switch,Network,368.93,5.0,0.0,Gold
2024_T0004059,P3,Network,Access,Router,Network,2589.48,53.0,0.0,Bronze
2024_T0009364,P4,Hardware,Failure,Switch,Network,2761.37,31.0,0.0,Silver
2024_T0007634,P4,Network,Crash,Router,Network,3130.25,57.0,1.0,Gold
2024_T0004522,P2,Network,Access,Switch,Network,1022.25,23.0,0.0,Bronze
2024_T0007675,P2,Hardware,Crash,Server,Server,386.73,58.0,0.0,Gold
2024_T0008718,P4,Hardware,Access,Router,Network,4585.0,43.0,1.0,Bronze
2024_T0006962,P1,Hardware,Failure,Switch,Network,178.48,39.0,0.0,Gold
2024_T0009536,P2,Hardware,Slow,Server,Server,701.1,20.0,0.0,Silver
2024_T0008064,P3,Network,Slow,Switch,Network,2298.6,52.0,0.0,Bronze
2024_T0003182,P2,Hardware,Crash,Switch,Network,380.83,18.0,0.0,Gold
2024_T0008814,P4,Network,Crash,Server,Server,2169.13,33.0,0.0,Gold
2024_T0008961,P3,Network,Crash,Switch,Server,1375.83,24.0,0.0,Gold
2024_T0008438,P3,Hardware,Crash,Router,Network,1560.18,26.0,1.0,Gold
2024_T0007114,P1,Network,Access,Server,Network,200.45,46.0,0.0,Gold
2024_T0008248,P2,Network,Failure,Server,Network,1052.15,52.0,0.0,Bronze
2024_T0002882,P3,Hardware,Slow,Server,Server,1476.6,45.0,1.0,Silver
2024_T0004916,P3,Network,Failure,Router,Network,2093.05,38.0,0.0,Bronze
2024_T0007519,P3,Hardware,Slow,Firewall,Network,2146.05,25.0,0.0,Bronze
2024_T0008673,P4,Hardware,Slow,Switch,Network,2325.25,42.0,0.0,Gold
2024_T0005321,P1,Network,Access,Router,Server,694.68,41.0,0.0,Bronze
2024_T0005286,P4,Hardware,Failure,Switch,Network,4020.87,32.0,0.0,Bronze
2024_T0003713,P2,Hardware,Access,Router,Network,1337.43,49.0,0.0,Bronze
2024_T0003638,P3,Network,Failure,Firewall,Network,1638.48,16.0,1.0,Gold
2024_T0007890,P1,Hardware,Slow,Firewall,Network,492.05,45.0,1.0,Silver
2024_T0008749,P2,Hardware,Failure,Router,Server,1549.53,37.0,1.0,Bronze
2024_T0003935,P4,Network,Slow,Server,Server,4436.13,17.0,1.0,Bronze
2024_T0003322,P1,Network,Slow,Server,Network,447.67,54.0,0.0,Silver
2024_T0007188,P3,Network,Crash,Switch,Network,1577.13,46.0,1.0,Gold
2024_T0007694,P2,Hardware,Slow,Switch,Server,734.95,24.0,1.0,Silver
2024_T0002916,P4,Network,Failure,Router,Network,3204.18,25.0,1.0,Gold
2024_T0006656,P1,Network,Failure,Firewall,Network,374.65,30.0,0.0,Silver
2024_T0009226,P1,Network,Failure,Router,Network,541.87,60.0,0.0,Bronze
2024_T0005033,P3,Network,Crash,Firewall,Server,1392.7,21.0,0.0,Silver
2024_T0006951,P2,Network,Access,Router,Network,616.17,45.0,0.0,Silver
2024_T0003752,P2,Network,Slow,Router,Network,1525.37,41.0,1.0,Bronze
2024_T0004321,P4,Network,Slow,Server,Network,3161.05,48.0,0.0,Bronze
2024_T0008765,P3,Network,Failure,Server,Network,2698.03,22.0,0.0,Bronze
2024_T0004348,P1,Network,Failure,Router,Network,208.93,42.0,0.0,Gold
2024_T0007626,P4,Network,Slow,Server,Network,2744.47,37.0,0.0,Gold
2024_T0002874,P1,Network,Crash,Router,Server,834.92,25.0,1.0,Bronze
2024_T0005835,P4,Network,Access,Switch,Network,3399.67,21.0,1.0,Silver
2024_T0002349,P4,Hardware,Access,Server,Network,2546.78,52.0,0.0,Silver
2024_T0007512,P3,Network,Failure,Switch,Server,1456.18,14.0,1.0,Silver
2024_T0008933,P1,Hardware,Access,Router,Network,688.6,49.0,0.0,Bronze
2024_T0004023,P2,Hardware,Slow,Server,Network,1682.2,9.0,1.0,Bronze
2024_T0004390,P1,Network,Slow,Server,Server,723.28,15.0,1.0,Bronze
2024_T0006189,P2,Hardware,Failure,Server,Network,1458.82,21.0,1.0,Bronze
2024_T0004236,P4,Hardware,Slow,Server,Network,3291.5,40.0,0.0,Bronze
2024_T0003124,P4,Network,Failure,Firewall,Network,3327.0,33.0,1.0,Silver
2024_T0003973,P4,Network,Slow,Server,Network,3270.65,8.0,0.0,Bronze
2024_T0005543,P2,Network,Crash,Server,Network,1084.05,32.0,0.0,Bronze
2024_T0007502,P2,Network,Failure,Switch,Network,1382.35,26.0,0.0,Bronze
2024_T0007312,P4,Network,Crash,Router,Network,3657.82,50.0,0.0,Bronze
2024_T0007842,P2,Hardware,Failure,Firewall,Network,545.32,41.0,0.0,Silver
2024_T0001859,P1,Network,Failure,Router,Network,221.23,50.0,0.0,Gold
2024_T0002459,P4,Hardware,Access,Router,Network,2446.83,32.0,0.0,Silver
2024_T0001973,P1,Network,Slow,Router,Network,565.38,38.0,0.0,Bronze
2024_T0005592,P4,Network,Crash,Router,Server,4493.62,24.0,1.0,Bronze
2024_T0007175,P4,Network,Slow,Switch,Network,2725.05,56.0,0.0,Gold
2024_T0006138,P2,Network,Access,Firewall,Server,668.95,34.0,0.0,Silver
2024_T0004499,P3,Hardware,Slow,Firewall,Server,3173.6,25.0,1.0,Bronze
2024_T0001596,P1,Network,Slow,Router,Network,688.0,9.0,0.0,Bronze
2024_T0002732,P4,Hardware,Slow,Server,Network,3988.02,44.0,0.0,Bronze
2024_T0005294,P4,Hardware,Slow,Router,Server,3298.52,43.0,0.0,Bronze
2024_T0008872,P3,Hardware,Crash,Switch,Network,2268.95,22.0,0.0,Bronze
2024_T0008237,P1,Hardware,Slow,Server,Network,547.48,58.0,0.0,Bronze
2024_T0007375,P1,Hardware,Crash,Server,Network,417.52,40.0,0.0,Silver
2024_T0007793,P1,Hardware,Access,Switch,Network,421.78,37.0,0.0,Silver
2024_T0007923,P2,Hardware,Crash,Firewall,Network,1656.22,42.0,1.0,Bronze
2024_T0008943,P1,Hardware,Failure,Firewall,Server,424.38,6.0,0.0,Silver
2024_T0005001,P1,Hardware,Failure,Switch,Network,713.75,38.0,0.0,Bronze
2024_T0007787,P2,Hardware,Crash,Router,Network,472.12,15.0,0.0,Gold
2024_T0005697,P3,Hardware,Failure,Router,Network,2258.87,50.0,0.0,Bronze
2024_T0004246,P4,Network,Access,Firewall,Network,2727.83,50.0,0.0,Silver
2024_T0003749,P3,Network,Crash,Server,Network,1148.17,51.0,0.0,Gold
2024_T0001911,P4,Network,Slow,Firewall,Network,3105.8,14.0,0.0,Bronze
2024_T0006966,P2,Hardware,Crash,Switch,Network,528.25,36.0,0.0,Silver
2024_T0007069,P4,Network,Failure,Router,Server,2963.12,24.0,1.0,Gold
2024_T0002977,P4,Hardware,Access,Firewall,Network,4432.35,30.0,1.0,Bronze
2024_T0004320,P3,Network,Crash,Switch,Network,1598.82,54.0,1.0,Gold
2024_T0006312,P3,Network,Failure,Router,Network,1199.22,53.0,0.0,Gold
2024_T0007730,P2,Hardware,Crash,Switch,Network,791.77,53.0,1.0,Silver
2024_T0003226,P3,Network,Slow,Server,Server,1452.98,32.0,1.0,Gold
2024_T0003366,P2,Network,Access,Switch,Network,402.83,44.0,0.0,Gold
2024_T0004705,P3,Hardware,Access,Switch,Network,1573.58,18.0,1.0,Gold
2024_T0002725,P4,Network,Crash,Router,Server,2800.08,26.0,0.0,Gold
2024_T0008319,P1,Hardware,Slow,Firewall,Network,445.27,20.0,0.0,Silver
2024_T0006431,P1,Hardware,Slow,Server,Network,452.1,40.0,0.0,Silver
2024_T0003393,P3,Network,Crash,Router,Server,2547.9,37.0,0.0,Bronze
2024_T0007382,P4,Network,Slow,Server,Server,4215.2,11.0,0.0,Bronze
2024_T0005880,P3,Network,Crash,Server,Network,1441.32,46.0,1.0,Silver
2024_T0004515,P2,Hardware,Failure,Router,Network,1487.0,7.0,1.0,Bronze
2024_T0001613,P3,Network,Failure,Switch,Network,1560.57,15.0,1.0,Gold
2024_T0003981,P1,Network,Failure,Firewall,Network,279.33,38.0,1.0,Gold
2024_T0008828,P4,Hardware,Slow,Server,Network,4705.05,51.0,1.0,Bronze
2024_T0006667,P2,Network,Failure,Server,Server,808.38,20.0,1.0,Silver
2024_T0005189,P2,Hardware,Crash,Server,Server,509.58,37.0,0.0,Silver
2024_T0005174,P4,Network,Slow,Router,Network,3796.87,8.0,0.0,Bronze
2024_T0007218,P3,Network,Crash,Server,Server,2050.12,38.0,0.0,Bronze
2024_T0002625,P2,Network,Access,Router,Server,1444.38,37.0,1.0,Bronze
2024_T0008901,P1,Network,Slow,Server,Server,410.32,54.0,0.0,Silver
2024_T0003247,P2,Hardware,Access,Switch,Server,1116.77,49.0,0.0,Bronze
2024_T0009023,P2,Hardware,Failure,Router,Network,1391.02,48.0,0.0,Bronze
2024_T0001780,P1,Hardware,Slow,Firewall,Network,231.4,6.0,0.0,Gold
2024_T0008655,P1,Network,Failure,Firewall,Network,477.43,30.0,0.0,Silver
2024_T0009375,P4,Network,Failure,Firewall,Network,3498.63,26.0,0.0,Bronze
2024_T0002645,P2,Hardware,Crash,Server,Network,1525.67,11.0,1.0,Bronze
2024_T0005117,P4,Hardware,Slow,Router,Server,2055.6,20.0,0.0,Gold
2024_T0007666,P1,Hardware,Slow,Switch,Network,168.68,33.0,0.0,Gold
2024_T0006088,P4,Hardware,Failure,Server,Network,2074.43,17.0,0.0,Gold
2024_T0005358,P4,Network,Access,Firewall,Server,4416.35,41.0,1.0,Bronze
2024_T0009125,P1,Network,Failure,Switch,Network,416.18,20.0,0.0,Silver
2024_T0007318,P4,Network,Failure,Firewall,Network,3991.05,34.0,0.0,Bronze
2024_T0002402,P2,Hardware,Failure,Router,Server,1212.73,14.0,0.0,Bronze
2024_T0002522,P2,Hardware,Access,Router,Network,337.65,40.0,0.0,Gold
2024_T0006230,P3,Hardware,Slow,Router,Server,2936.97,40.0,1.0,Bronze
2024_T0002345,P3,Hardware,Failure,Router,Network,1508.53,57.0,1.0,Gold
2024_T0008918,P4,Hardware,Slow,Router,Network,4773.15,14.0,1.0,Bronze
2024_T0003081,P3,Network,Access,Router,Network,1515.02,,1.0,Gold
2024_T0009006,P4,Network,Crash,Switch,Network,2906.08,15.0,1.0,Silver
2024_T0002633,P2,Hardware,Crash,Firewall,Server,547.62,59.0,0.0,Silver
2024_T0004359,P3,Network,Access,Router,Network,3248.8,40.0,1.0,Bronze
2024_T0002138,P2,Hardware,Crash,Server,Network,1566.5,49.0,1.0,Bronze
2024_T0008494,P2,Network,Slow,Firewall,Network,659.92,47.0,0.0,Silver
2024_T0007582,P4,Hardware,Failure,Router,Server,4613.95,30.0,1.0,Bronze
2024_T0001949,P4,Hardware,Access,Firewall,Server,2578.9,17.0,0.0,Silver
2024_T0008937,P3,Hardware,Failure,Switch,Network,1519.23,51.0,1.0,Gold
2024_T0001840,P4,Hardware,Slow,Firewall,Network,2847.1,27.0,0.0,Silver
2024_T0008785,P4,Network,Access,Switch,Server,4432.43,31.0,1.0,Bronze
2024_T0009120,P2,Hardware,Crash,Router,Network,1113.33,42.0,0.0,Bronze
2024_T0005942,P4,Hardware,Slow,Router,Network,5156.03,16.0,1.0,Bronze
2024_T0001860,P2,Hardware,Slow,Switch,Network,501.53,20.0,1.0,Gold
2024_T0007789,P4,Network,Access,Router,Network,2468.75,28.0,0.0,Gold
2024_T0005753,P3,Hardware,Crash,Switch,Network,1016.92,10.0,0.0,Gold
2024_T0005034,P3,Hardware,Access,Server,Network,2643.6,29.0,0.0,Bronze
2024_T0009323,P1,Network,Slow,Server,Network,657.1,58.0,0.0,Bronze
2024_T0003562,P1,Hardware,Failure,Server,Network,280.85,12.0,1.0,Gold
2024_T0004416,P3,Network,Failure,Server,Network,2197.0,7.0,0.0,Bronze
2024_T0007198,P1,Network,Crash,Switch,Network,484.82,24.0,1.0,Silver
2024_T0004167,P1,Hardware,Slow,Firewall,Network,514.12,49.0,1.0,Silver
2024_T0009368,P1,Hardware,Access,Firewall,Network,605.67,30.0,0.0,Bronze
2024_T0001777,P1,Network,Access,Switch,Server,814.3,48.0,1.0,Bronze
2024_T0005546,P3,Network,Access,Server,Network,1356.37,35.0,0.0,Gold
2024_T0007501,P4,Hardware,Crash,Server,Server,4783.28,10.0,1.0,Bronze
2024_T0002983,P1,Hardware,Failure,Router,Network,194.68,15.0,0.0,Gold
2024_T0005421,P3,Hardware,Failure,Server,Network,2846.97,46.0,0.0,Bronze
2024_T0003063,P2,Network,Crash,Router,Network,1498.93,40.0,1.0,Bronze
2024_T0001945,P4,Hardware,Access,Server,Network,4218.38,24.0,0.0,Bronze
2024_T0005416,P2,Hardware,Access,Router,Server,432.98,44.0,0.0,Gold
2024_T0002093,P1,Network,Slow,Firewall,Network,662.02,44.0,0.0,Bronze
2024_T0006180,P2,Hardware,Access,Server,Network,593.15,29.0,0.0,Silver
2024_T0006385,P4,Hardware,Failure,Switch,Network,5019.5,16.0,1.0,Bronze
2024_T0006462,P2,Hardware,Failure,Server,Network,567.78,12.0,1.0,Gold
2024_T0008708,P4,Network,Access,Firewall,Network,4132.38,51.0,0.0,Bronze
2024_T0006969,P4,Network,Crash,Firewall,Server,2340.35,12.0,0.0,Silver
2024_T0004353,P1,Hardware,Access,Router,Network,555.9,52.0,1.0,Silver
2024_T0006518,P3,Hardware,Failure,Firewall,Server,1408.83,54.0,0.0,Silver
2024_T0002573,P4,Hardware,Failure,Firewall,Network,3073.8,46.0,1.0,Gold
2024_T0002774,P1,Hardware,Crash,Firewall,Server,174.57,14.0,0.0,Gold
2024_T0002688,P4,Hardware,Access,Router,Network,2120.92,53.0,0.0,Gold
2024_T0006234,P3,Hardware,Slow,Router,Network,2086.32,6.0,0.0,Bronze
2024_T0005794,P2,Hardware,Access,Firewall,Network,1269.67,42.0,0.0,Bronze
2024_T0004289,P1,Network,Slow,Router,Network,194.28,7.0,0.0,Gold
2024_T0004143,P2,Network,Crash,Router,Network,822.85,48.0,1.0,Silver
2024_T0007693,P2,Network,Slow,Server,Network,1516.95,14.0,1.0,Bronze
2024_T0004594,P2,Hardware,Access,Router,Network,1559.93,19.0,1.0,Bronze
2024_T0005821,P3,Hardware,Crash,Router,Server,1526.18,35.0,1.0,Gold
2024_T0008010,P1,Hardware,Slow,Firewall,Network,256.45,44.0,1.0,Gold
2024_T0004922,P1,Network,Crash,Router,Network,426.22,35.0,0.0,Silver
2024_T0007105,P1,Hardware,Access,Firewall,Network,229.52,31.0,0.0,Gold
2024_T0002848,P1,,Failure,Server,Network,207.98,35.0,0.0,Gold
2024_T0002391,P2,Hardware,Failure,Switch,Network,356.45,53.0,0.0,Gold
2024_T0009383,P2,Network,Slow,Firewall,Network,470.33,13.0,0.0,Gold
2024_T0009059,P3,Hardware,Crash,Firewall,Server,1505.38,45.0,1.0,Silver
2024_T0002331,P3,Network,Failure,Router,Network,2408.67,34.0,0.0,Bronze
2024_T0009512,P1,Hardware,Access,Switch,Network,549.07,40.0,0.0,Bronze
2024_T0007271,P3,Hardware,Slow,Switch,Network,2352.07,26.0,0.0,Bronze
2024_T0001903,P3,Network,Failure,Switch,Network,2856.33,27.0,0.0,Bronze
2024_T0002216,P2,Hardware,Slow,Server,Server,1381.45,24.0,0.0,Bronze
2024_T0007354,P4,Hardware,Failure,Server,Network,4912.23,21.0,1.0,Bronze
2024_T0005854,P1,Network,Failure,Firewall,Network,417.38,49.0,0.0,Silver
2024_T0006363,P4,Network,Access,Firewall,Server,2304.62,38.0,0.0,Gold
2024_T0006275,P1,Network,Slow,Firewall,Network,557.42,47.0,0.0,Bronze
2024_T0003290,P1,Hardware,Crash,Firewall,Network,403.65,24.0,0.0,Silver
2024_T0009481,P4,Network,Crash,Switch,Network,2543.55,11.0,0.0,Gold
2024_T0002826,P4,Hardware,Access,Switch,Network,2325.33,30.0,0.0,Silver
2024_T0006865,P3,Hardware,Access,Firewall,Network,1095.03,53.0,0.0,Silver
2024_T0006998,P1,Hardware,Access,Firewall,Server,519.85,29.0,1.0,Silver
2024_T0007832,P2,Network,Failure,Switch,Network,514.78,32.0,0.0,Silver
2024_T0001959,P3,Network,Crash,Server,Network,1329.77,9.0,0.0,Gold
2024_T0006987,P2,Network,Crash,Server,Server,1613.98,13.0,1.0,Bronze
2024_T0004830,P2,Network,Access,Switch,Server,1170.72,8.0,0.0,Bronze
2024_T0005169,P3,Network,Crash,Server,Server,1337.73,54.0,0.0,Gold
2024_T0005692,P1,Hardware,Failure,Server,Network,819.07,33.0,1.0,Bronze
2024_T0002474,P1,Network,Crash,Firewall,Network,462.18,7.0,0.0,Silver
2024_T0002481,P1,Network,Slow,Firewall,Network,855.32,48.0,1.0,Bronze
2024_T0004542,P4,Network,Crash,Firewall,Network,3196.58,11.0,1.0,Gold
2024_T0006753,P3,Network,Crash,Router,Server,1305.35,57.0,0.0,Silver
2024_T0006014,P4,Hardware,Access,Server,Server,3155.8,31.0,1.0,Silver
2024_T0007581,P4,Hardware,Failure,Firewall,Network,3350.25,18.0,0.0,Bronze
2024_T0002505,P3,Hardware,Slow,Server,Network,1555.0,23.0,1.0,Gold
2024_T0001917,P1,Hardware,Crash,Switch,Network,480.65,35.0,1.0,Silver
2024_T0005305,P1,Hardware,Crash,Server,Network,762.87,28.0,1.0,Bronze
2024_T0002213,P3,Network,Access,Server,Server,1675.27,56.0,1.0,Silver
2024_T0002494,P2,Hardware,Crash,Server,Network,1141.57,60.0,0.0,Bronze
2024_T0009104,P4,Network,Access,Router,Network,4596.53,60.0,1.0,Bronze
