year_ticket_id,ticket_id,ticket_category,ticket_priority,issue_type,ticket_channel,ticket_status,ticket_description,sla_breach_prob,sla_risk_tier,client_id,service_tier,device_type,engineer_id,resolution_time_minutes,first_response_time_minutes,sla_num
2025_T0009368,T0009368,Network,P3,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.5011,Medium,C011,Bronze,Switch,E005,2290.55,49.0,0.0
2025_T0006326,T0006326,Network,P3,Slow,Portal,Closed,High latency during peak hours.,0.4997,Medium,C017,Silver,Switch,E011,1108.75,55.0,0.0
2025_T0003783,T0003783,Network,P2,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4997,Medium,C018,Gold,Router,E013,416.78,59.0,0.0
2025_T0005296,T0005296,Hardware,P3,Crash,Portal,Closed,System thermal shutdown.,0.4997,Medium,C001,Gold,Firewall,E011,1376.85,7.0,0.0
2025_T0004336,T0004336,Hardware,P3,Slow,Portal,Closed,Disk I/O wait times high.,0.501,Medium,C018,Gold,Switch,E016,1154.53,23.0,0.0
2025_T0003687,T0003687,Network,P1,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.4994,Medium,C002,Silver,Server,E018,542.58,58.0,1.0
2025_T0007820,T0007820,Network,P2,Access,Portal,Closed,VPN authentication failing.,0.5007,Medium,C015,Silver,Router,E014,687.92,24.0,0.0
2025_T0006498,T0006498,Network,P3,Access,Portal,Closed,VPN authentication failing.,0.5007,Medium,C007,Gold,Router,E001,1592.52,33.0,1.0
2025_T0003673,T0003673,Network,P1,Access,Portal,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C006,Bronze,Firewall,E012,818.2,37.0,1.0
2025_T0005530,T0005530,Hardware,P3,Failure,Email,Closed,Server 04 failing to POST.,0.4996,Medium,C017,Silver,Switch,E011,1487.25,20.0,1.0
2025_T0008308,T0008308,Network,P1,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4996,Medium,C002,Silver,Server,E014,405.2,48.0,0.0
2025_T0009289,T0009289,Network,P2,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4997,Medium,C024,Bronze,Router,E012,1525.95,8.0,1.0
2025_T0003790,T0003790,Network,P4,Slow,Email,Closed,High latency during peak hours.,0.5007,Medium,C015,Silver,Firewall,E009,2557.77,54.0,0.0
2025_T0008882,T0008882,Hardware,P2,Crash,Portal,Closed,System thermal shutdown.,0.4997,Medium,C012,Bronze,Router,E013,1717.48,45.0,1.0
2025_T0004083,T0004083,Network,P3,Access,Portal,Closed,Total loss of connectivity in Sector B.,0.4997,Medium,C020,Gold,Router,E003,1234.52,33.0,0.0
2025_T0007442,T0007442,Hardware,P2,Failure,Portal,Closed,Server 04 failing to POST.,0.4997,Medium,C017,Silver,Router,E009,762.17,6.0,1.0
2025_T0003417,T0003417,Hardware,P1,Access,Portal,Closed,Server 04 failing to POST.,0.5007,Medium,C013,Gold,Router,E014,267.28,37.0,1.0
2025_T0008499,T0008499,Hardware,P3,Slow,Email,Closed,Disk I/O wait times high.,0.5007,Medium,C003,Silver,Switch,E011,1415.65,34.0,0.0
2025_T0005610,T0005610,Hardware,P3,Slow,Portal,Closed,Disk I/O wait times high.,0.4996,Medium,C003,Silver,Server,E017,1528.78,17.0,1.0
2025_T0004985,T0004985,Network,P3,Access,Email,Closed,VPN authentication failing.,0.4997,Medium,C024,Bronze,Router,E003,2848.77,36.0,0.0
2025_T0003377,T0003377,Network,P4,Slow,Email,Closed,High latency during peak hours.,0.5007,Medium,C013,Gold,Router,E004,2130.48,7.0,0.0
2025_T0008624,T0008624,Hardware,P4,Slow,Email,Closed,Disk I/O wait times high.,0.4996,Medium,C001,Gold,Firewall,E009,2956.48,55.0,1.0
2025_T0005541,T0005541,Hardware,P1,Slow,Portal,Closed,Disk I/O wait times high.,0.5007,Medium,C016,Gold,Router,E011,183.57,27.0,0.0
2025_T0006168,T0006168,Hardware,P2,Access,Email,Closed,Physical port unresponsive.,0.4997,Medium,C021,Bronze,Firewall,E002,1261.52,49.0,0.0
2025_T0003843,T0003843,Hardware,P2,Access,Email,Closed,Server 04 failing to POST.,0.5007,Medium,C015,Silver,Router,E015,633.97,42.0,0.0
2025_T0005315,T0005315,Network,P3,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C013,Gold,Router,E015,1018.43,16.0,0.0
2025_T0009876,T0009876,Network,P1,Slow,Portal,Closed,High latency during peak hours.,0.4997,Medium,C024,Bronze,Router,E002,562.62,21.0,0.0
2025_T0005653,T0005653,Network,P3,Slow,Portal,Closed,High latency during peak hours.,0.4997,Medium,C021,Bronze,Server,E013,2818.93,14.0,0.0
2025_T0005235,T0005235,Hardware,P4,Access,Email,Closed,Physical port unresponsive.,0.4996,Medium,C020,Gold,Server,E011,3146.3,37.0,1.0
2025_T0003014,T0003014,Hardware,P1,Access,Email,Closed,Server 04 failing to POST.,0.4996,Medium,C015,Silver,Server,E016,428.13,36.0,0.0
2025_T0005088,T0005088,Hardware,P3,Failure,Portal,Closed,Server 04 failing to POST.,0.4997,Medium,C024,Bronze,Router,E013,2344.85,60.0,0.0
2025_T0009381,T0009381,Hardware,P2,Crash,Email,Closed,System thermal shutdown.,0.4996,Medium,C008,Gold,Router,E003,408.57,43.0,0.0
2025_T0008117,T0008117,Network,P1,Slow,Email,Closed,High latency during peak hours.,0.5007,Medium,C016,Gold,Server,E003,175.97,20.0,0.0
2025_T0004293,T0004293,Network,P2,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4997,Medium,C021,Bronze,Server,E005,1472.77,43.0,1.0
2025_T0009886,T0009886,Hardware,P4,Failure,Portal,Closed,Server 04 failing to POST.,0.4996,Medium,C024,Bronze,Server,E003,4679.65,34.0,1.0
2025_T0008799,T0008799,Hardware,P2,Slow,Email,Closed,Disk I/O wait times high.,0.4996,Medium,C014,Bronze,Router,E012,1480.82,43.0,1.0
2025_T0006061,T0006061,Hardware,P2,Access,Portal,Closed,Physical port unresponsive.,0.4996,Medium,C012,Bronze,Switch,E016,1079.58,47.0,0.0
2025_T0005294,T0005294,Hardware,P1,Crash,Portal,Closed,System thermal shutdown.,0.4997,Medium,C004,Bronze,Firewall,E003,767.63,59.0,1.0
2025_T0004460,T0004460,Network,P2,Access,Email,Closed,Total loss of connectivity in Sector B.,0.5007,Medium,C002,Silver,Firewall,E003,748.92,54.0,1.0
2025_T0003419,T0003419,Hardware,P2,Failure,Portal,Closed,Server 04 failing to POST.,0.4996,Medium,C010,Silver,Switch,E011,655.58,27.0,0.0
2025_T0005342,T0005342,Hardware,P1,Failure,Portal,Closed,Server 04 failing to POST.,0.4996,Medium,C018,Gold,Router,E007,187.85,43.0,0.0
2025_T0007515,T0007515,Hardware,P3,Failure,Portal,Closed,Server 04 failing to POST.,0.4992,Medium,C011,Bronze,Switch,E012,2975.02,43.0,1.0
2025_T0007376,T0007376,Hardware,P3,Failure,Portal,Closed,Server 04 failing to POST.,0.4996,Medium,C001,Gold,Router,E011,1260.92,46.0,0.0
2025_T0007666,T0007666,Network,P4,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4996,Medium,C007,Gold,Firewall,E011,3387.67,47.0,1.0
2025_T0003668,T0003668,Hardware,P4,Access,Email,Closed,Physical port unresponsive.,0.4997,Medium,C020,Gold,Router,E012,2452.25,32.0,0.0
2025_T0008493,T0008493,Hardware,P3,Access,Email,Closed,Physical port unresponsive.,0.5007,Medium,C005,Bronze,Firewall,E020,2160.5,5.0,0.0
2025_T0010153,T0010153,Network,P3,Access,Email,Closed,VPN authentication failing.,0.5007,Medium,C019,Gold,Router,E001,1171.45,23.0,0.0
2025_T0005772,T0005772,Hardware,P3,Crash,Portal,Closed,System thermal shutdown.,0.5007,Medium,C015,Silver,Server,E019,1679.88,33.0,1.0
2025_T0004489,T0004489,Hardware,P4,Access,Email,Closed,Server 04 failing to POST.,0.4997,Medium,C004,Bronze,Switch,E019,4477.97,37.0,1.0
2025_T0004064,T0004064,Hardware,P1,Slow,Portal,Closed,Disk I/O wait times high.,0.4996,Medium,C003,Silver,Server,E009,398.63,7.0,0.0
2025_T0008506,T0008506,Hardware,P2,Slow,Portal,Closed,Disk I/O wait times high.,0.5005,Medium,C022,Bronze,Server,E015,1568.07,24.0,1.0
2025_T0010455,T0010455,Network,P2,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C001,Gold,Firewall,E014,504.17,32.0,1.0
2025_T0009251,T0009251,Network,P1,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.4997,Medium,C004,Bronze,Firewall,E010,678.88,59.0,0.0
2025_T0009736,T0009736,Hardware,P3,Crash,Portal,Closed,System thermal shutdown.,0.4997,Medium,C017,Silver,Router,E017,1145.7,8.0,0.0
2025_T0008373,T0008373,Hardware,P3,Slow,Portal,Closed,Disk I/O wait times high.,0.4997,Medium,C004,Bronze,Firewall,E016,3329.55,39.0,1.0
2025_T0004842,T0004842,Network,P2,Access,Email,Closed,VPN authentication failing.,0.4996,Medium,C010,Silver,Server,E007,542.0,21.0,0.0
2025_T0004142,T0004142,Hardware,P1,Failure,Portal,Closed,Server 04 failing to POST.,0.4997,Medium,C018,Gold,Switch,E014,176.93,25.0,0.0
2025_T0010097,T0010097,Network,P4,Access,Email,Closed,VPN authentication failing.,0.4996,Medium,C019,Gold,Router,E004,2640.1,8.0,0.0
2025_T0009061,T0009061,Hardware,P1,Access,Email,Closed,Physical port unresponsive.,0.4997,Medium,C006,Bronze,Server,E009,838.92,23.0,1.0
2025_T0004557,T0004557,Network,P2,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4996,Medium,C007,Gold,Firewall,E020,568.65,42.0,1.0
2025_T0004659,T0004659,Hardware,P4,Failure,Email,Closed,Server 04 failing to POST.,0.4997,Medium,C001,Gold,Router,E013,3126.65,55.0,1.0
2025_T0006297,T0006297,Network,P2,Access,Portal,Closed,VPN authentication failing.,0.5005,Medium,C023,Gold,Firewall,E002,472.57,17.0,0.0
2025_T0007913,T0007913,Network,P4,Access,Email,Closed,VPN authentication failing.,0.4996,Medium,C015,Silver,Switch,E002,3191.0,6.0,1.0
2025_T0006762,T0006762,Hardware,P1,Failure,Portal,Closed,Server 04 failing to POST.,0.4997,Medium,C020,Gold,Router,E015,281.98,34.0,1.0
2025_T0009780,T0009780,Hardware,P3,Access,Email,Closed,Physical port unresponsive.,0.4997,Medium,C004,Bronze,Firewall,E019,2283.83,56.0,0.0
2025_T0008965,T0008965,Hardware,P1,Failure,Email,Closed,Server 04 failing to POST.,0.4992,Medium,C011,Bronze,Server,E006,859.97,17.0,1.0
2025_T0006106,T0006106,Hardware,P4,Slow,Email,Closed,Disk I/O wait times high.,0.5007,Medium,C015,Silver,Server,E010,2858.32,27.0,0.0
2025_T0006206,T0006206,Network,P1,Slow,Portal,Closed,High latency during peak hours.,0.5007,Medium,C015,Silver,Server,E002,431.28,19.0,0.0
2025_T0005403,T0005403,Network,P1,Slow,Email,Closed,High latency during peak hours.,0.4996,Medium,C002,Silver,Server,E019,372.05,53.0,0.0
2025_T0006290,T0006290,Hardware,P3,Failure,Email,Closed,Server 04 failing to POST.,0.5007,Medium,C002,Silver,Switch,E009,1605.32,51.0,1.0
2025_T0008273,T0008273,Hardware,P4,Crash,Email,Closed,System thermal shutdown.,0.4997,Medium,C009,Bronze,Router,E019,4462.43,19.0,1.0
2025_T0003115,T0003115,Hardware,P3,Failure,Portal,Closed,Server 04 failing to POST.,0.4996,Medium,C016,Gold,Server,E008,1386.78,28.0,0.0
2025_T0003453,T0003453,Hardware,P3,Access,Portal,Closed,Server 04 failing to POST.,0.4996,Medium,C001,Gold,Switch,E015,1726.45,5.0,1.0
2025_T0005061,T0005061,Network,P1,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.5007,Medium,C005,Bronze,Switch,E006,599.5,7.0,0.0
2025_T0008558,T0008558,Network,P2,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C015,Silver,Switch,E009,703.35,53.0,0.0
2025_T0003772,T0003772,Hardware,P4,Slow,Email,Closed,Disk I/O wait times high.,0.4997,Medium,C006,Bronze,Server,E010,4040.68,45.0,0.0
2025_T0003072,T0003072,Hardware,P4,Crash,Portal,Closed,System thermal shutdown.,0.4992,Medium,C023,Gold,Firewall,E015,2028.68,7.0,0.0
2025_T0006715,T0006715,Hardware,P3,Access,Email,Closed,Physical port unresponsive.,0.5007,Medium,C007,Gold,Router,E019,1581.87,47.0,1.0
2025_T0008646,T0008646,Hardware,P4,Access,Email,Closed,Physical port unresponsive.,0.5005,Medium,C023,Gold,Firewall,E020,2351.57,36.0,0.0
2025_T0007541,T0007541,Network,P3,Slow,Email,Closed,High latency during peak hours.,0.4996,Medium,C019,Gold,Switch,E002,1685.77,29.0,1.0
2025_T0004594,T0004594,Hardware,P4,Slow,Portal,Closed,Disk I/O wait times high.,0.4996,Medium,C012,Bronze,Firewall,E019,4665.97,13.0,1.0
2025_T0007588,T0007588,Network,P1,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.4996,Medium,C017,Silver,Switch,E003,574.7,35.0,1.0
2025_T0005899,T0005899,Hardware,P3,Slow,Email,Closed,Disk I/O wait times high.,0.4996,Medium,C003,Silver,Server,E014,1553.77,24.0,1.0
2025_T0009227,T0009227,Hardware,P1,Failure,Email,Closed,Server 04 failing to POST.,0.5005,Medium,C023,Gold,Router,E013,237.68,35.0,0.0
2025_T0006016,T0006016,Hardware,P3,Crash,Email,Closed,System thermal shutdown.,0.5007,Medium,C015,Silver,Firewall,E005,1196.78,11.0,0.0
2025_T0005926,T0005926,Hardware,P3,Slow,Portal,Closed,Disk I/O wait times high.,0.4996,Medium,C005,Bronze,Firewall,E010,3418.12,58.0,1.0
2025_T0010182,T0010182,Network,P1,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C016,Gold,Server,E007,242.08,24.0,1.0
2025_T0008462,T0008462,Hardware,P1,Crash,Email,Closed,System thermal shutdown.,0.4997,Medium,C024,Bronze,Router,E010,782.9,44.0,1.0
2025_T0003201,T0003201,Hardware,P1,Crash,Portal,Closed,System thermal shutdown.,0.4996,Medium,C010,Silver,Switch,E013,434.2,39.0,0.0
2025_T0009234,T0009234,Hardware,P3,Access,Portal,Closed,Physical port unresponsive.,0.4997,Medium,C004,Bronze,Router,E010,2081.78,10.0,0.0
2025_T0008985,T0008985,Network,P3,Slow,Portal,Closed,High latency during peak hours.,0.4996,Medium,C010,Silver,Switch,E017,1370.5,58.0,0.0
2025_T0009985,T0009985,Network,P4,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.5007,Medium,C013,Gold,Server,E020,2230.82,40.0,0.0
2025_T0005645,T0005645,Hardware,P3,Failure,Portal,Closed,Server 04 failing to POST.,0.4996,Medium,C003,Silver,Switch,E015,1631.02,36.0,1.0
2025_T0007937,T0007937,Hardware,P4,Access,Portal,Closed,Physical port unresponsive.,0.4992,Medium,C011,Bronze,Switch,E004,4267.62,30.0,0.0
2025_T0008588,T0008588,Network,P1,Access,Portal,Closed,VPN authentication failing.,0.4996,Medium,C004,Bronze,Switch,E017,662.07,17.0,0.0
2025_T0008803,T0008803,Hardware,P3,Slow,Email,Closed,Disk I/O wait times high.,0.4996,Medium,C007,Gold,Firewall,E011,1337.25,10.0,0.0
2025_T0006201,T0006201,Network,P2,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4992,Medium,C023,Gold,Router,E005,378.33,44.0,0.0
2025_T0009679,T0009679,Network,P4,Access,Email,Closed,VPN authentication failing.,0.4996,Medium,C013,Gold,Server,E012,2373.28,35.0,0.0
2025_T0009050,T0009050,Hardware,P2,Failure,Email,Closed,Server 04 failing to POST.,0.4993,Medium,C016,Gold,Firewall,E002,529.55,37.0,1.0
2025_T0003249,T0003249,Network,P4,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.501,Medium,C001,Gold,Router,E002,3166.93,22.0,1.0
2025_T0005703,T0005703,Network,P1,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.5011,Medium,C011,Bronze,Switch,E011,854.62,29.0,1.0
2025_T0010102,T0010102,Network,P4,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.501,Medium,C014,Bronze,Firewall,E015,4589.67,7.0,1.0
2025_T0005854,T0005854,Hardware,P3,Crash,Email,Closed,System thermal shutdown.,0.5011,Medium,C011,Bronze,Switch,E011,3377.5,57.0,1.0
2025_T0008934,T0008934,Network,P4,Access,Email,Closed,VPN authentication failing.,0.5007,Medium,C022,Bronze,Server,E012,3600.83,60.0,0.0
2025_T0008651,T0008651,Hardware,P3,Crash,Portal,Closed,System thermal shutdown.,0.4994,Medium,C019,Gold,Switch,E016,1698.98,31.0,1.0
2025_T0008513,T0008513,Network,P4,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.4997,Medium,C024,Bronze,Server,E011,4876.17,49.0,1.0
2025_T0003150,T0003150,Hardware,P3,Failure,Portal,Closed,Server 04 failing to POST.,0.5007,Medium,C011,Bronze,Server,E012,2939.97,21.0,1.0
2025_T0008750,T0008750,Hardware,P3,Slow,Portal,Closed,Disk I/O wait times high.,0.5011,Medium,C011,Bronze,Switch,E010,3091.67,48.0,1.0
2025_T0007145,T0007145,Hardware,P1,Access,Portal,Closed,Physical port unresponsive.,0.501,Medium,C020,Gold,Firewall,E017,213.18,16.0,0.0
2025_T0005137,T0005137,Hardware,P1,Crash,Email,Closed,System thermal shutdown.,0.4993,Medium,C015,Silver,Router,E002,480.05,56.0,1.0
2025_T0007921,T0007921,Network,P3,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.501,Medium,C001,Gold,Server,E006,1091.75,9.0,0.0
2025_T0008673,T0008673,Hardware,P1,Slow,Email,Closed,Disk I/O wait times high.,0.501,Medium,C018,Gold,Router,E009,179.55,37.0,0.0
2025_T0003595,T0003595,Network,P2,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4993,Medium,C010,Silver,Server,E009,825.75,16.0,1.0
2025_T0008609,T0008609,Network,P4,Access,Email,Closed,VPN authentication failing.,0.4994,Medium,C013,Gold,Router,E008,2211.17,30.0,0.0
2025_T0004311,T0004311,Hardware,P1,Crash,Portal,Closed,System thermal shutdown.,0.4994,Medium,C008,Gold,Router,E006,283.97,39.0,1.0
2025_T0009677,T0009677,Network,P3,Access,Email,Closed,VPN authentication failing.,0.4997,Medium,C004,Bronze,Firewall,E013,2258.48,6.0,0.0
2025_T0003033,T0003033,Hardware,P2,Slow,Email,Closed,Disk I/O wait times high.,0.4994,Medium,C013,Gold,Server,E006,430.15,38.0,0.0
2025_T0008896,T0008896,Hardware,P3,Access,Portal,Closed,Physical port unresponsive.,0.5011,Medium,C011,Bronze,Switch,E009,3453.33,45.0,1.0
2025_T0006569,T0006569,Network,P3,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.5007,Medium,C023,Gold,Router,E006,1673.08,52.0,1.0
2025_T0003469,T0003469,Network,P2,Access,Portal,Closed,Total loss of connectivity in Sector B.,0.501,Medium,C018,Gold,Router,E002,383.35,12.0,0.0
2025_T0007474,T0007474,Hardware,P2,Access,Email,Closed,Physical port unresponsive.,0.501,Medium,C004,Bronze,Firewall,E004,1611.75,42.0,1.0
2025_T0009003,T0009003,Hardware,P1,Access,Email,Closed,Physical port unresponsive.,0.4997,Medium,C024,Bronze,Switch,E007,832.57,25.0,1.0
2025_T0009967,T0009967,Network,P1,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.4994,Medium,C013,Gold,Server,E020,207.68,47.0,0.0
2025_T0005031,T0005031,Network,P1,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.501,Medium,C024,Bronze,Router,E019,551.27,38.0,0.0
2025_T0003923,T0003923,Hardware,P1,Slow,Portal,Closed,Disk I/O wait times high.,0.4993,Medium,C002,Silver,Switch,E011,444.82,56.0,0.0
2025_T0007687,T0007687,Network,P1,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4993,Medium,C016,Gold,Router,E016,190.73,47.0,0.0
2025_T0006053,T0006053,Network,P3,Access,Portal,Closed,VPN authentication failing.,0.4993,Medium,C007,Gold,Router,E012,1524.12,60.0,1.0
2025_T0007238,T0007238,Hardware,P1,Crash,Email,Closed,System thermal shutdown.,0.5007,Medium,C011,Bronze,Switch,E001,723.38,42.0,1.0
2025_T0006373,T0006373,Network,P1,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4994,Medium,C013,Gold,Server,E012,207.5,31.0,0.0
2025_T0005418,T0005418,Network,P3,Slow,Portal,Closed,High latency during peak hours.,0.4994,Medium,C003,Silver,Server,E019,1677.47,8.0,1.0
2025_T0007160,T0007160,Network,P4,Slow,Email,Closed,High latency during peak hours.,0.501,Medium,C021,Bronze,Firewall,E013,4338.55,56.0,1.0
2025_T0007061,T0007061,Network,P3,Access,Portal,Closed,VPN authentication failing.,0.4994,Medium,C019,Gold,Firewall,E003,1499.63,48.0,1.0
2025_T0007590,T0007590,Network,P4,Slow,Portal,Closed,High latency during peak hours.,0.4997,Medium,C001,Gold,Router,E005,2397.37,23.0,0.0
2025_T0004692,T0004692,Network,P3,Access,Portal,Closed,VPN authentication failing.,0.4997,Medium,C001,Gold,Server,E005,1147.03,46.0,0.0
2025_T0006103,T0006103,Hardware,P3,Crash,Email,Closed,System thermal shutdown.,0.4997,Medium,C020,Gold,Switch,E003,1367.33,53.0,0.0
2025_T0004383,T0004383,Network,P4,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4996,Medium,C018,Gold,Firewall,E009,2300.48,6.0,0.0
2025_T0006173,T0006173,Hardware,P1,Slow,Portal,Closed,Disk I/O wait times high.,0.4992,Medium,C011,Bronze,Switch,E001,603.68,13.0,0.0
2025_T0006298,T0006298,Network,P4,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C003,Silver,Server,E010,3427.97,44.0,1.0
2025_T0005914,T0005914,Hardware,P3,Failure,Portal,Closed,Server 04 failing to POST.,0.4997,Medium,C018,Gold,Router,E015,1546.63,26.0,1.0
2025_T0005279,T0005279,Hardware,P4,Failure,Email,Closed,Server 04 failing to POST.,0.4997,Medium,C004,Bronze,Switch,E002,3040.85,49.0,0.0
2025_T0005096,T0005096,Network,P2,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C003,Silver,Server,E010,723.28,32.0,1.0
2025_T0009228,T0009228,Network,P2,Slow,Email,Closed,High latency during peak hours.,0.4992,Medium,C011,Bronze,Switch,E005,1234.32,20.0,0.0
2025_T0007172,T0007172,Network,P2,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.5005,Medium,C023,Gold,Switch,E005,505.42,46.0,1.0
2025_T0005151,T0005151,Network,P4,Slow,Email,Closed,High latency during peak hours.,0.4997,Medium,C017,Silver,Router,E011,2037.22,33.0,0.0
2025_T0005361,T0005361,Network,P1,Access,Email,Closed,VPN authentication failing.,0.5005,Medium,C022,Bronze,Firewall,E003,588.03,60.0,0.0
2025_T0003519,T0003519,Network,P2,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4997,Medium,C006,Bronze,Switch,E013,1262.53,14.0,0.0
2025_T0004820,T0004820,Hardware,P2,Slow,Email,Closed,Disk I/O wait times high.,0.4996,Medium,C008,Gold,Server,E009,407.47,33.0,0.0
2025_T0009278,T0009278,Network,P3,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4997,Medium,C024,Bronze,Switch,E020,2218.43,15.0,0.0
2025_T0009377,T0009377,Hardware,P3,Slow,Email,Closed,Disk I/O wait times high.,0.4997,Medium,C025,Bronze,Switch,E018,3140.58,35.0,1.0
2025_T0006442,T0006442,Network,P2,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.5007,Medium,C015,Silver,Router,E017,661.25,14.0,0.0
2025_T0003690,T0003690,Network,P2,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.5007,Medium,C016,Gold,Router,E008,399.23,11.0,0.0
2025_T0005884,T0005884,Network,P4,Slow,Email,Closed,High latency during peak hours.,0.4996,Medium,C006,Bronze,Firewall,E015,4524.25,51.0,1.0
2025_T0008978,T0008978,Hardware,P2,Crash,Portal,Closed,System thermal shutdown.,0.4996,Medium,C020,Gold,Server,E011,482.27,34.0,1.0
2025_T0006099,T0006099,Network,P1,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4996,Medium,C001,Gold,Server,E007,239.98,30.0,0.0
2025_T0008643,T0008643,Hardware,P1,Crash,Email,Closed,System thermal shutdown.,0.4996,Medium,C013,Gold,Server,E011,257.22,38.0,1.0
2025_T0003434,T0003434,Hardware,P4,Failure,Portal,Closed,Server 04 failing to POST.,0.4997,Medium,C012,Bronze,Router,E013,3671.5,49.0,0.0
2025_T0004718,T0004718,Network,P1,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4996,Medium,C024,Bronze,Server,E004,592.97,52.0,0.0
2025_T0009725,T0009725,Network,P1,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.5007,Medium,C013,Gold,Server,E001,208.98,29.0,0.0
2025_T0005089,T0005089,Hardware,P1,Failure,Portal,Closed,Server 04 failing to POST.,0.4996,Medium,C016,Gold,Server,E007,217.33,33.0,0.0
2025_T0006605,T0006605,Network,P1,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.4996,Medium,C014,Bronze,Firewall,E005,540.2,16.0,0.0
2025_T0008768,T0008768,Hardware,P1,Access,Portal,Closed,Physical port unresponsive.,0.4997,Medium,C004,Bronze,Firewall,E010,742.65,33.0,1.0
2025_T0006205,T0006205,Network,P1,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4997,Medium,C004,Bronze,Router,E011,764.25,6.0,1.0
2025_T0004321,T0004321,Hardware,P4,Access,Portal,Closed,Physical port unresponsive.,0.5005,Medium,C023,Gold,Router,E001,2831.45,23.0,0.0
2025_T0007519,T0007519,Network,P2,Access,Email,Closed,VPN authentication failing.,0.4997,Medium,C024,Bronze,Router,E007,1411.85,60.0,0.0
2025_T0009818,T0009818,Hardware,P2,Crash,Email,Closed,System thermal shutdown.,0.4996,Medium,C004,Bronze,Firewall,E004,1232.62,35.0,0.0
2025_T0007167,T0007167,Hardware,P4,Access,Portal,Closed,Physical port unresponsive.,0.4997,Medium,C020,Gold,Switch,E012,3334.23,43.0,1.0
2025_T0003823,T0003823,Hardware,P2,Slow,Email,Closed,Disk I/O wait times high.,0.4996,Medium,C001,Gold,Switch,E006,470.7,36.0,0.0
2025_T0004220,T0004220,Hardware,P1,Access,Email,Closed,Physical port unresponsive.,0.5007,Medium,C015,Silver,Firewall,E015,347.03,54.0,0.0
2025_T0003637,T0003637,Hardware,P4,Failure,Email,Closed,Server 04 failing to POST.,0.4996,Medium,C008,Gold,Server,E012,2708.07,27.0,0.0
2025_T0006525,T0006525,Hardware,P1,Access,Email,Closed,Physical port unresponsive.,0.4996,Medium,C002,Silver,Server,E019,414.38,37.0,0.0
2025_T0003976,T0003976,Hardware,P1,Slow,Portal,Closed,Disk I/O wait times high.,0.4996,Medium,C012,Bronze,Switch,E005,605.23,58.0,0.0
2025_T0007321,T0007321,Hardware,P2,Failure,Portal,Closed,Server 04 failing to POST.,0.5005,Medium,C011,Bronze,Switch,E009,1714.3,48.0,1.0
2025_T0003846,T0003846,Hardware,P3,Access,Email,Closed,Physical port unresponsive.,0.4997,Medium,C014,Bronze,Switch,E009,2554.75,59.0,0.0
2025_T0006505,T0006505,Hardware,P4,Access,Email,Closed,Physical port unresponsive.,0.4996,Medium,C001,Gold,Firewall,E017,3012.47,38.0,1.0
2025_T0006984,T0006984,Hardware,P3,Crash,Email,Closed,System thermal shutdown.,0.4996,Medium,C005,Bronze,Router,E001,3349.97,31.0,1.0
